,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,host_temperature,host_radius,host_mass,right_ascension,declination
2854,Kepler-27 b,3407.0,9.11 Jupiters,15.822,2011,Gas Giant,0.357 x Jupiter,0.118 AU,15.3 days,0,Kepler-292,Transit,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
2855,Kepler-27 c,3407.0,13.8 Jupiters,15.822,2011,Gas Giant,0.437 x Jupiter,0.191 AU,31.3 days,0,Kepler-292,Transit,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
2856,Kepler-270 b,3095.0,4.7 Earths,13.9,2014,Super Earth,2.01 x Earth,0.107 AU,11.5 days,0,Kepler-292,Transit,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
2857,Kepler-270 c,3095.0,3.78 Earths,13.9,2014,Super Earth,1.77 x Earth,0.18 AU,25.3 days,0,Kepler-292,Transit,5299.0,0.83,0.85,19h43m03.89s,+42d25m27.42s
2858,Kepler-271 b,1320.0,2.04 Earths,13.578,2014,Super Earth,1.23 x Earth,0.0881 AU,10.4 days,0,Kepler-293,Transit,5804.0,0.96,0.94,19h05m25.93s,+42d24m23.37s
2859,Kepler-271 c,1320.0,0.809 Earths,13.578,2014,Terrestrial,0.95 x Earth,0.0702 AU,7.4 days,0,Kepler-293,Transit,5804.0,0.96,0.94,19h05m25.93s,+42d24m23.37s
2860,Kepler-271 d,1320.0,0.219 Earths,13.578,2016,Terrestrial,0.66 x Earth,0.0558 AU,5.2 days,0,Kepler-294,Transit,5913.0,0.98,0.95,19h09m34.09s,+46d03m33.33s
2861,Kepler-272 b,2902.0,0.245 Jupiters,14.811,2014,Super Earth,1.43 x Earth,0.038 AU,3 days,0,Kepler-294,Transit,5913.0,0.98,0.95,19h09m34.09s,+46d03m33.33s
2862,Kepler-272 c,2902.0,0.308 Jupiters,14.811,2014,Super Earth,1.79 x Earth,0.061 AU,6.1 days,0,Kepler-295,Transit,5603.0,0.9,0.89,19h01m23.00s,+45d22m03.99s
2863,Kepler-272 d,2902.0,5.69 Earths,14.811,2014,Neptune-like,0.201 x Jupiter,0.091 AU,10.9 days,0,Kepler-295,Transit,5603.0,0.9,0.89,19h01m23.00s,+45d22m03.99s
2864,Kepler-273 b,2329.0,2.86 Earths,15.1,2014,Super Earth,1.5 x Earth,0.037 AU,2.9 days,0,Kepler-295,Transit,5603.0,0.9,0.89,19h01m23.00s,+45d22m03.99s
2865,Kepler-273 c,2329.0,4.58 Earths,15.1,2014,Super Earth,1.98 x Earth,0.073 AU,8 days,0,Kepler-296,Transit,3740.0,0.48,0.5,19h06m09.61s,+49d26m14.14s
2866,Kepler-274 b,4350.0,2.99 Earths,15.238,2014,Super Earth,1.54 x Earth,0.101 AU,11.6 days,0,Kepler-296,Transit,3740.0,0.48,0.5,19h06m09.61s,+49d26m14.14s
2867,Kepler-274 c,4350.0,4.04 Earths,15.238,2014,Super Earth,1.84 x Earth,0.204 AU,33.2 days,0,Kepler-296,Transit,3740.0,0.48,0.5,19h06m09.61s,+49d26m14.14s
2868,Kepler-275 b,6636.0,6.08 Earths,15.289,2014,Neptune-like,0.209 x Jupiter,0.098 AU,10.3 days,0,Kepler-296,Transit,3740.0,0.48,0.5,19h06m09.61s,+49d26m14.14s
2869,Kepler-275 c,6636.0,11.4 Earths,15.289,2014,Neptune-like,0.302 x Jupiter,0.132 AU,16.1 days,0,Kepler-296,Transit,3740.0,0.48,0.5,19h06m09.61s,+49d26m14.14s
2870,Kepler-275 d,6636.0,11.1 Earths,15.289,2014,Neptune-like,0.297 x Jupiter,0.224 AU,35.7 days,0,Kepler-297,Transit,5619.0,0.92,0.98,18h52m50.20s,+48d46m39.42s
2871,Kepler-276 b,3735.0,8.6 Earths,15.481,2014,Neptune-like,0.256 x Jupiter,0.119 AU,14.1 days,0,Kepler-297,Transit,5619.0,0.92,0.98,18h52m50.20s,+48d46m39.42s
2872,Kepler-276 c,3735.0,16.6 Earths,15.481,2013,Super Earth,0.259 x Jupiter,0.1994 AU,31.9 days,0,Kepler-298,Transit,4465.0,0.58,0.66,18h52m09.56s,+48d49m31.19s
2873,Kepler-276 d,3735.0,16.3 Earths,15.481,2013,Super Earth,0.25 x Jupiter,0.2642 AU,48.6 days,0,Kepler-298,Transit,4465.0,0.58,0.66,18h52m09.56s,+48d49m31.19s
2874,Kepler-277 b,3186.0,0.275 Jupiters,13.544,2013,Gas Giant,0.261 x Jupiter,0.1385 AU,17.3 days,0,Kepler-298,Transit,4465.0,0.58,0.66,18h52m09.56s,+48d49m31.19s
2875,Kepler-277 c,3186.0,0.202 Jupiters,13.544,2013,Gas Giant,0.3 x Jupiter,0.2129 AU,33 days,0,Kepler-299,Transit,5617.0,1.03,0.95,18h52m49.68s,+48d34m49.88s
2876,Kepler-278 b,1445.0,15.6 Earths,11.811,2014,Neptune-like,0.363 x Jupiter,0.207 AU,30.2 days,0.04,Kepler-299,Transit,5617.0,1.03,0.95,18h52m49.68s,+48d34m49.88s
2877,Kepler-278 c,1445.0,12.6 Earths,11.811,2014,Neptune-like,0.32 x Jupiter,0.294 AU,51.1 days,0.51,Kepler-299,Transit,5617.0,1.03,0.95,18h52m49.68s,+48d34m49.88s
2878,Kepler-279 b,3384.0,12.8 Earths,13.647,2014,Neptune-like,0.323 x Jupiter,0.112 AU,12.3 days,0,Kepler-299,Transit,5617.0,1.03,0.95,18h52m49.68s,+48d34m49.88s
2879,Kepler-279 c,3384.0,0.155 Jupiters,13.647,2013,Gas Giant,0.384 x Jupiter,0.2236 AU,35.7 days,0,Kepler-30,Transit,5498.0,0.95,0.99,19h01m08.08s,+38d56m50.15s
2880,Kepler-279 d,3384.0,37.5 Earths,13.647,2013,Neptune-like,0.277 x Jupiter,0.2901 AU,54.4 days,0,Kepler-30,Transit,5498.0,0.95,0.99,19h01m08.08s,+38d56m50.15s
2881,Kepler-28 b,1430.0,1.51 Jupiters,15.13,2011,Neptune-like,0.321 x Jupiter,0.062 AU,5.9 days,0,Kepler-30,Transit,5498.0,0.95,0.99,19h01m08.08s,+38d56m50.15s
2882,Kepler-28 c,1430.0,1.36 Jupiters,15.13,2011,Neptune-like,0.303 x Jupiter,0.081 AU,9 days,0,Kepler-300,Transit,5986.0,0.9,1.07,19h41m09.29s,+48d35m59.01s
2883,Kepler-280 b,2546.0,2.7 Earths,14.35,2014,Super Earth,1.45 x Earth,0.032 AU,2.1 days,0,Kepler-300,Transit,5986.0,0.9,1.07,19h41m09.29s,+48d35m59.01s
2884,Kepler-280 c,2546.0,4.7 Earths,14.35,2014,Super Earth,2.01 x Earth,0.056 AU,4.8 days,0,Kepler-301,Transit,5815.0,0.9,0.98,18h55m55.90s,+49d13m58.62s
2885,Kepler-281 b,5694.0,8.35 Earths,15.931,2014,Neptune-like,0.252 x Jupiter,0.117 AU,14.6 days,0,Kepler-301,Transit,5815.0,0.9,0.98,18h55m55.90s,+49d13m58.62s
2886,Kepler-281 c,5694.0,24.4 Earths,15.931,2014,Neptune-like,0.474 x Jupiter,0.215 AU,36.3 days,0,Kepler-301,Transit,5815.0,0.9,0.98,18h55m55.90s,+49d13m58.62s
2887,Kepler-282 b,4363.0,1.01 Earths,15.444,2014,Super Earth,1.01 x Earth,0.082 AU,9.2 days,0,Kepler-302,Transit,5740.0,1.22,1.02,19h37m16.06s,+43d37m45.28s
2888,Kepler-282 c,4363.0,1.87 Earths,15.444,2014,Super Earth,1.2 x Earth,0.106 AU,13.6 days,0,Kepler-302,Transit,5740.0,1.22,1.02,19h37m16.06s,+43d37m45.28s
2889,Kepler-282 d,4363.0,0.192 Jupiters,15.444,2013,Super Earth,0.219 x Jupiter,0.154 AU,24.8 days,0,Kepler-303,Transit,3944.0,0.48,0.57,18h52m32.51s,+43d39m24.13s
2890,Kepler-282 e,4363.0,0.177 Jupiters,15.444,2013,Gas Giant,0.277 x Jupiter,0.2269 AU,44.3 days,0,Kepler-303,Transit,3944.0,0.48,0.57,18h52m32.51s,+43d39m24.13s
2891,Kepler-283 b,1527.0,5.18 Earths,16.216,2014,Neptune-like,2.13 x Earth,0.082 AU,11 days,0,Kepler-304,Transit,4731.0,0.69,0.8,19h37m46.03s,+40d33m27.15s
2892,Kepler-283 c,1527.0,3.97 Earths,16.216,2014,Super Earth,1.82 x Earth,0.341 AU,92.7 days,0,Kepler-304,Transit,4731.0,0.69,0.8,19h37m46.03s,+40d33m27.15s
2893,Kepler-284 b,3366.0,5.65 Earths,15.944,2014,Neptune-like,0.2 x Jupiter,0.104 AU,12.7 days,0,Kepler-304,Transit,4731.0,0.69,0.8,19h37m46.03s,+40d33m27.15s
2894,Kepler-284 c,3366.0,7.32 Earths,15.944,2014,Neptune-like,0.233 x Jupiter,0.213 AU,37.5 days,0,Kepler-304,Transit,4817.0,0.73,0.8,19h37m46.03s,+40d33m27.15s
2895,Kepler-285 b,2689.0,2.36 Earths,15.198,2014,Super Earth,1.34 x Earth,0.036 AU,2.6 days,0,Kepler-305,Transit,5117.0,0.8,0.76,19h56m53.82s,+40d20m35.40s
2896,Kepler-285 c,2689.0,1.46 Earths,15.198,2014,Super Earth,1.12 x Earth,0.064 AU,6.2 days,0,Kepler-305,Transit,5117.0,0.8,0.76,19h56m53.82s,+40d20m35.40s
2897,Kepler-286 b,4002.0,2.07 Earths,15.863,2014,Super Earth,1.24 x Earth,0.027 AU,1.8 days,0,Kepler-305,Transit,5100.0,0.79,0.85,19h56m53.82s,+40d20m35.40s
2898,Kepler-286 c,4002.0,2.45 Earths,15.863,2014,Super Earth,1.37 x Earth,0.042 AU,3.5 days,0,Kepler-305,Transit,4974.0,0.83,0.82,19h56m53.82s,+40d20m35.40s
2899,Kepler-286 d,4002.0,2.33 Earths,15.863,2014,Super Earth,1.33 x Earth,0.061 AU,5.9 days,0,Kepler-306,Transit,4954.0,0.72,0.81,19h14m09.29s,+40d36m57.80s
2900,Kepler-286 e,4002.0,3.78 Earths,15.863,2014,Super Earth,1.77 x Earth,0.176 AU,29.2 days,0,Kepler-306,Transit,4954.0,0.72,0.81,19h14m09.29s,+40d36m57.80s
2901,Kepler-287 b,2727.0,6.04 Earths,14.952,2014,Neptune-like,0.208 x Jupiter,0.145 AU,20.3 days,0,Kepler-306,Transit,4954.0,0.72,0.81,19h14m09.29s,+40d36m57.80s
2902,Kepler-287 c,2727.0,10.7 Earths,14.952,2014,Neptune-like,0.291 x Jupiter,0.246 AU,44.9 days,0,Kepler-306,Transit,4954.0,0.72,0.81,19h14m09.29s,+40d36m57.80s
2903,Kepler-288 b,3895.0,3.43 Earths,15.283,2014,Super Earth,1.67 x Earth,0.065 AU,6.1 days,0,Kepler-307,Transit,5367.0,0.81,0.91,19h51m10.82s,+40d25m03.51s
2904,Kepler-288 c,3895.0,8.5 Earths,15.283,2014,Neptune-like,0.254 x Jupiter,0.14 AU,19.3 days,0,Kepler-307,Transit,5367.0,0.81,0.91,19h51m10.82s,+40d25m03.51s
2905,Kepler-288 d,3895.0,7.61 Earths,15.283,2014,Neptune-like,0.238 x Jupiter,0.287 AU,56.6 days,0,Kepler-308,Transit,5895.0,0.94,0.92,19h43m08.46s,+40d26m22.47s
2906,Kepler-289 b,2298.0,7.3 Earths,14.142,2014,Super Earth,2.15 x Earth,0.21 AU,34.5 days,0,Kepler-308,Transit,5895.0,0.94,0.92,19h43m08.46s,+40d26m22.47s
2907,Kepler-289 c,2298.0,0.42 Jupiters,14.142,2014,Gas Giant,1.034 x Jupiter,0.51 AU,125.9 days,0,Kepler-309,Transit,4713.0,0.72,0.67,19h50m02.37s,+46d57m41.08s
2908,Kepler-289 d,2298.0,4 Earths,14.142,2014,Neptune-like,0.239 x Jupiter,0.33 AU,66.1 days,0,Kepler-309,Transit,4713.0,0.72,0.67,19h50m02.37s,+46d57m41.08s
2909,Kepler-29 b,2716.0,5 Earths,15.547,2011,Neptune-like,0.227 x Jupiter,0.0919 AU,10.3 days,0,Kepler-31,Transit,6340.0,1.22,1.21,19h36m05.53s,+45d51m10.99s
2910,Kepler-29 c,2716.0,4.5 Earths,15.547,2011,Neptune-like,0.209 x Jupiter,0.1087 AU,13.3 days,0,Kepler-31,Transit,6340.0,1.22,1.21,19h36m05.53s,+45d51m10.99s
2911,Kepler-290 b,2266.0,5.69 Earths,15.775,2014,Neptune-like,0.201 x Jupiter,0.11 AU,14.6 days,0,Kepler-31,Transit,6340.0,1.22,1.21,19h36m05.53s,+45d51m10.99s
2912,Kepler-290 c,2266.0,7.75 Earths,15.775,2014,Neptune-like,0.241 x Jupiter,0.205 AU,36.8 days,0,Kepler-310,Transit,5797.0,0.88,0.91,19h15m21.43s,+46d59m12.29s
2913,Kepler-291 b,5827.0,5.31 Earths,16.218,2014,Neptune-like,2.16 x Earth,0.047 AU,3.5 days,0,Kepler-310,Transit,5797.0,0.88,0.91,19h15m21.43s,+46d59m12.29s
2914,Kepler-291 c,5827.0,4.19 Earths,16.218,2014,Super Earth,1.88 x Earth,0.065 AU,5.7 days,0,Kepler-310,Transit,5797.0,0.88,0.91,19h15m21.43s,+46d59m12.29s
2915,Kepler-292 b,3446.0,2.3 Earths,16.303,2014,Super Earth,1.32 x Earth,0.035 AU,2.6 days,0,Kepler-311,Transit,5905.0,1.19,1.08,18h48m14.71s,+47d05m07.79s
2916,Kepler-292 c,3446.0,2.76 Earths,16.303,2014,Super Earth,1.47 x Earth,0.045 AU,3.7 days,0,Kepler-311,Transit,5905.0,1.19,1.08,18h48m14.71s,+47d05m07.79s
2917,Kepler-292 d,3446.0,5.6 Earths,16.303,2014,Neptune-like,2.23 x Earth,0.068 AU,7.1 days,0,Kepler-312,Transit,6115.0,1.47,1.2,19h53m34.98s,+42d27m35.18s
2918,Kepler-292 e,3446.0,7.61 Earths,16.303,2014,Neptune-like,0.238 x Jupiter,0.097 AU,12 days,0,Kepler-312,Transit,6115.0,1.47,1.23,19h53m34.98s,+42d27m35.18s
2919,Kepler-292 f,3446.0,6.12 Earths,16.303,2014,Neptune-like,0.21 x Jupiter,0.141 AU,20.8 days,0,Kepler-313,Transit,5727.0,1.54,1.08,19h53m10.77s,+48d46m31.44s
2920,Kepler-293 b,3179.0,9.64 Earths,15.452,2014,Neptune-like,0.274 x Jupiter,0.144 AU,19.3 days,0,Kepler-313,Transit,5727.0,1.54,1.08,19h53m10.77s,+48d46m31.44s
2921,Kepler-293 c,3179.0,14 Earths,15.452,2014,Neptune-like,0.342 x Jupiter,0.286 AU,54.2 days,0,Kepler-314,Transit,5378.0,0.95,1.02,19h38m41.80s,+42d04m32.17s
2922,Kepler-294 b,4427.0,3.78 Earths,15.948,2014,Super Earth,1.77 x Earth,0.048 AU,3.7 days,0,Kepler-314,Transit,5378.0,0.95,1.02,19h38m41.80s,+42d04m32.17s
2923,Kepler-294 c,4427.0,7.8 Earths,15.948,2014,Neptune-like,0.242 x Jupiter,0.071 AU,6.6 days,0,Kepler-315,Transit,5796.0,1.04,0.98,19h52m05.54s,+43d21m48.51s
2924,Kepler-295 b,5543.0,1.98 Earths,14.631,2014,Super Earth,1.22 x Earth,0.099 AU,12.6 days,0,Kepler-315,Transit,5796.0,1.04,0.98,19h52m05.54s,+43d21m48.51s
2925,Kepler-295 c,5543.0,1.71 Earths,14.631,2014,Super Earth,1.17 x Earth,0.142 AU,21.5 days,0,Kepler-316,Transit,4204.0,0.52,0.59,19h23m18.20s,+44d11m02.04s
2926,Kepler-295 d,5543.0,2.42 Earths,14.631,2014,Super Earth,1.36 x Earth,0.192 AU,33.9 days,0,Kepler-316,Transit,4204.0,0.52,0.59,19h23m18.20s,+44d11m02.04s
2927,Kepler-296 b,545.0,3.22 Earths,16.363,2014,Super Earth,1.61 x Earth,0.079 AU,10.9 days,< 0.33,Kepler-317,Transit,5497.0,0.94,0.86,19h39m46.53s,+39d01m55.38s
2928,Kepler-296 c,545.0,4.66 Earths,16.363,2014,Neptune-like,2.0 x Earth,0.0521 AU,5.8 days,< 0.33,Kepler-317,Transit,5497.0,0.94,0.86,19h39m46.53s,+39d01m55.38s
2929,Kepler-296 d,545.0,5.02 Earths,16.363,2014,Neptune-like,2.09 x Earth,0.118 AU,19.9 days,< 0.33,Kepler-318,Transit,5746.0,1.19,1.02,19h53m55.88s,+46d47m37.09s
2930,Kepler-296 e,545.0,2.96 Earths,16.363,2014,Super Earth,1.53 x Earth,0.169 AU,34.1 days,< 0.33,Kepler-318,Transit,5746.0,1.19,1.02,19h53m55.88s,+46d47m37.09s
2931,Kepler-296 f,545.0,3.89 Earths,16.363,2014,Super Earth,1.8 x Earth,0.255 AU,63.3 days,< 0.33,Kepler-319,Transit,5526.0,0.9,0.96,19h15m14.87s,+39d46m14.32s
2932,Kepler-297 b,2258.0,0.153 Jupiters,14.326,2014,Gas Giant,0.256 x Jupiter,0.217 AU,38.9 days,0,Kepler-319,Transit,5526.0,0.9,0.96,19h15m14.87s,+39d46m14.32s
2933,Kepler-297 c,2258.0,0.132 Jupiters,14.326,2014,Gas Giant,0.583 x Jupiter,0.336 AU,74.9 days,0,Kepler-319,Transit,5526.0,0.9,0.96,19h15m14.87s,+39d46m14.32s
2934,Kepler-298 b,1690.0,4.5 Earths,15.617,2014,Super Earth,1.96 x Earth,0.08 AU,10.5 days,0,Kepler-32,Transit,3900.0,0.53,0.58,19h51m22.15s,+46d34m27.69s
2935,Kepler-298 c,1690.0,4.38 Earths,15.617,2014,Super Earth,1.93 x Earth,0.136 AU,22.9 days,0,Kepler-32,Transit,3900.0,0.53,0.58,19h51m22.15s,+46d34m27.69s
2936,Kepler-298 d,1690.0,6.8 Earths,15.617,2014,Neptune-like,0.223 x Jupiter,0.305 AU,77.5 days,0,Kepler-32,Transit,3900.0,0.53,0.58,19h51m22.15s,+46d34m27.69s
2937,Kepler-299 b,3432.0,2.3 Earths,15.232,2014,Super Earth,1.32 x Earth,0.04 AU,2.9 days,0,Kepler-32,Transit,3900.0,0.53,0.58,19h51m22.15s,+46d34m27.69s
2938,Kepler-299 c,3432.0,7.51 Earths,15.232,2014,Neptune-like,0.236 x Jupiter,0.07 AU,6.9 days,0,Kepler-32,Transit,3900.0,0.53,0.58,19h51m22.15s,+46d34m27.69s
2939,Kepler-299 d,3432.0,4.12 Earths,15.232,2014,Super Earth,1.86 x Earth,0.118 AU,15.1 days,0,Kepler-320,Transit,6435.0,1.11,1.33,19h32m51.24s,+46d10m30.52s
2940,Kepler-299 e,3432.0,4.16 Earths,15.232,2014,Super Earth,1.87 x Earth,0.22 AU,38.3 days,0,Kepler-320,Transit,6435.0,1.11,1.33,19h32m51.24s,+46d10m30.52s
2941,Kepler-30 b,2982.0,11.3 Earths,15.726,2012,Neptune-like,0.348 x Jupiter,0.18 AU,29.3 days,0.04,Kepler-321,Transit,5740.0,1.19,1.03,19h37m48.89s,+44d08m44.75s
2942,Kepler-30 c,2982.0,2.01 Jupiters,15.726,2012,Gas Giant,1.097 x Jupiter,0.3 AU,60.3 days,0.01,Kepler-321,Transit,5740.0,1.19,1.03,19h37m48.89s,+44d08m44.75s
2943,Kepler-30 d,2982.0,23.1 Earths,15.726,2012,Neptune-like,0.785 x Jupiter,0.5 AU,143.3 days,0.02,Kepler-322,Transit,5388.0,0.89,0.92,18h45m23.70s,+44d17m42.91s
2944,Kepler-300 b,3583.0,3.43 Earths,14.25,2014,Super Earth,1.67 x Earth,0.094 AU,10.4 days,0,Kepler-322,Transit,5388.0,0.89,0.92,18h45m23.70s,+44d17m42.91s
2945,Kepler-300 c,3583.0,5.69 Earths,14.25,2014,Neptune-like,0.201 x Jupiter,0.232 AU,40.7 days,0,Kepler-323,Transit,5987.0,1.18,1.09,19h25m31.75s,+38d07m38.85s
2946,Kepler-301 b,2346.0,2.39 Earths,14.458,2014,Super Earth,1.35 x Earth,0.036 AU,2.5 days,0,Kepler-323,Transit,5987.0,1.18,1.09,19h25m31.75s,+38d07m38.85s
2947,Kepler-301 c,2346.0,2.39 Earths,14.458,2014,Super Earth,1.35 x Earth,0.06 AU,5.4 days,0,Kepler-324,Transit,5194.0,0.84,0.87,19h05m53.15s,+49d38m56.74s
2948,Kepler-301 d,2346.0,3.71 Earths,14.458,2014,Super Earth,1.75 x Earth,0.112 AU,13.8 days,0,Kepler-324,Transit,5194.0,0.84,0.87,19h05m53.15s,+49d38m56.74s
2949,Kepler-302 b,4575.0,15.5 Earths,15.694,2014,Neptune-like,0.362 x Jupiter,0.193 AU,30.2 days,0,Kepler-325,Transit,5752.0,1.0,0.92,19h19m20.50s,+49d49m32.19s
2950,Kepler-302 c,4575.0,Unknown,15.694,2014,Gas Giant,1.111 x Jupiter,0.503 AU,127.3 days,0,Kepler-325,Transit,5752.0,1.0,0.92,19h19m20.50s,+49d49m32.19s
2951,Kepler-303 b,684.0,0.64 Earths,14.917,2014,Terrestrial,0.89 x Earth,0.024 AU,1.9 days,0,Kepler-325,Transit,5752.0,1.0,0.92,19h19m20.50s,+49d49m32.19s
2952,Kepler-303 c,684.0,1.55 Earths,14.917,2014,Super Earth,1.14 x Earth,0.057 AU,7.1 days,0,Kepler-326,Transit,5105.0,0.8,0.85,19h37m18.14s,+46d00m08.15s
2953,Kepler-304 b,1418.0,8.55 Earths,15.065,2014,Neptune-like,0.255 x Jupiter,0.039 AU,3.3 days,0,Kepler-326,Transit,5105.0,0.8,0.85,19h37m18.14s,+46d00m08.15s
2954,Kepler-304 c,1418.0,5.35 Earths,15.065,2014,Neptune-like,2.17 x Earth,0.054 AU,5.3 days,0,Kepler-326,Transit,5105.0,0.8,0.85,19h37m18.14s,+46d00m08.15s
2955,Kepler-304 d,1418.0,8 Earths,15.065,2014,Neptune-like,0.245 x Jupiter,0.08 AU,9.7 days,0,Kepler-327,Transit,3799.0,0.49,0.59,19h30m34.15s,+44d05m15.45s
2956,Kepler-304 e,1418.0,1.87 Earths,15.065,2016,Super Earth,1.2 x Earth,0.0232 AU,1.5 days,0,Kepler-327,Transit,3799.0,0.49,0.59,19h30m34.15s,+44d05m15.45s
2957,Kepler-305 b,2833.0,10.5 Earths,15.851,2013,Neptune-like,0.321 x Jupiter,0.0571 AU,5.5 days,0,Kepler-327,Transit,3799.0,0.49,0.59,19h30m34.15s,+44d05m15.45s
2958,Kepler-305 c,2833.0,6 Earths,15.851,2013,Neptune-like,0.294 x Jupiter,0.0752 AU,8.3 days,0,Kepler-328,Transit,6064.0,1.06,1.15,19h43m14.23s,+40d00m30.55s
2959,Kepler-305 d,2833.0,9.1 Earths,15.851,2014,Neptune-like,0.242 x Jupiter,0.121 AU,16.7 days,0,Kepler-328,Transit,6064.0,1.06,1.15,19h43m14.23s,+40d00m30.55s
2960,Kepler-305 e,2833.0,3.87 Earths,15.851,2020,Super Earth,1.794 x Earth,0.0399 AU,3.2 days,0,Kepler-329,Transit,4257.0,0.52,0.6,19h57m04.36s,+45d13m38.23s
2961,Kepler-306 b,2530.0,2.92 Earths,15.575,2014,Super Earth,1.52 x Earth,0.05 AU,4.6 days,0,Kepler-329,Transit,4257.0,0.52,0.6,19h57m04.36s,+45d13m38.23s
2962,Kepler-306 c,2530.0,6.12 Earths,15.575,2014,Neptune-like,0.21 x Jupiter,0.067 AU,7.2 days,0,Kepler-33,Transit,5904.0,1.82,1.29,19h16m18.61s,+46d00m18.61s
2963,Kepler-306 d,2530.0,6.66 Earths,15.575,2014,Neptune-like,0.22 x Jupiter,0.12 AU,17.3 days,0,Kepler-33,Transit,5904.0,1.82,1.29,19h16m18.61s,+46d00m18.61s
2964,Kepler-306 e,2530.0,5.77 Earths,15.575,2014,Neptune-like,0.203 x Jupiter,0.227 AU,44.8 days,0,Kepler-33,Transit,5904.0,1.82,1.29,19h16m18.61s,+46d00m18.61s
2965,Kepler-307 b,1878.0,7.44 Earths,14.149,2013,Neptune-like,0.217 x Jupiter,0.0917 AU,10.4 days,0,Kepler-33,Transit,5904.0,1.82,1.29,19h16m18.61s,+46d00m18.61s
2966,Kepler-307 c,1878.0,3.64 Earths,14.149,2013,Neptune-like,2.2 x Earth,0.1068 AU,13.1 days,0,Kepler-33,Transit,5904.0,1.82,1.29,19h16m18.61s,+46d00m18.61s
2967,Kepler-308 b,4358.0,5.14 Earths,16.019,2014,Neptune-like,2.12 x Earth,0.09 AU,9.7 days,0,Kepler-330,Transit,5117.0,0.72,0.79,19h13m47.38s,+44d48m06.34s
2968,Kepler-308 c,4358.0,5.31 Earths,16.019,2014,Neptune-like,2.16 x Earth,0.123 AU,15.4 days,0,Kepler-330,Transit,5117.0,0.72,0.79,19h13m47.38s,+44d48m06.34s
2969,Kepler-309 b,1776.0,3.05 Earths,15.418,2014,Super Earth,1.56 x Earth,0.059 AU,5.9 days,0,Kepler-331,Transit,4347.0,0.49,0.65,19h27m20.24s,+39d18m26.45s
2970,Kepler-309 c,1776.0,6.85 Earths,15.418,2014,Neptune-like,0.224 x Jupiter,0.401 AU,105.4 days,0,Kepler-331,Transit,4347.0,0.49,0.65,19h27m20.24s,+39d18m26.45s
2971,Kepler-31 b,5430.0,25.9 Earths,15.496,2011,Neptune-like,0.491 x Jupiter,0.16 AU,20.9 days,0,Kepler-331,Transit,4347.0,0.49,0.65,19h27m20.24s,+39d18m26.45s
2972,Kepler-31 c,5430.0,4.7 Jupiters,15.496,2011,Gas Giant,0.473 x Jupiter,0.26 AU,42.6 days,0,Kepler-332,Transit,4955.0,0.72,0.8,19h06m39.07s,+47d24m49.30s
2973,Kepler-31 d,5430.0,6.8 Jupiters,15.496,2014,Gas Giant,0.348 x Jupiter,0.4 AU,87.6 days,0,Kepler-332,Transit,4955.0,0.72,0.8,19h06m39.07s,+47d24m49.30s
2974,Kepler-310 b,1965.0,1.81 Earths,14.376,2014,Super Earth,1.19 x Earth,0.111 AU,13.9 days,0,Kepler-332,Transit,4955.0,0.72,0.8,19h06m39.07s,+47d24m49.30s
2975,Kepler-310 c,1965.0,11.4 Earths,14.376,2014,Neptune-like,0.302 x Jupiter,0.281 AU,56.5 days,0,Kepler-333,Transit,4259.0,0.53,0.6,19h29m08.67s,+40d54m48.75s
2976,Kepler-310 d,1965.0,7 Earths,14.376,2014,Super Earth,0.22 x Jupiter,0.392 AU,92.9 days,0,Kepler-333,Transit,4259.0,0.53,0.6,19h29m08.67s,+40d54m48.75s
2977,Kepler-311 b,2540.0,3.53 Earths,13.902,2014,Super Earth,1.7 x Earth,0.087 AU,9.2 days,0,Kepler-334,Transit,5828.0,1.07,1.07,19h08m33.75s,+47d06m54.42s
2978,Kepler-311 c,2540.0,2.63 Earths,13.902,2014,Super Earth,1.43 x Earth,0.145 AU,19.7 days,0,Kepler-334,Transit,5828.0,1.07,1.07,19h08m33.75s,+47d06m54.42s
2979,Kepler-312 b,2602.0,2.21 Earths,13.01,2014,Super Earth,1.29 x Earth,0.031 AU,1.8 days,0,Kepler-334,Transit,5828.0,1.07,1.07,19h08m33.75s,+47d06m54.42s
2980,Kepler-312 c,2602.0,10.1 Earths,13.01,2014,Neptune-like,0.281 x Jupiter,0.153 AU,19.7 days,0,Kepler-335,Transit,5877.0,1.85,1.03,19h44m15.43s,+45d25m42.95s
2981,Kepler-313 b,3521.0,6.94 Earths,14.304,2014,Neptune-like,0.226 x Jupiter,0.125 AU,15 days,0,Kepler-335,Transit,5877.0,1.85,1.02,19h44m15.43s,+45d25m42.95s
2982,Kepler-313 c,3521.0,7.13 Earths,14.304,2014,Neptune-like,0.229 x Jupiter,0.208 AU,32.3 days,0,Kepler-336,Transit,5867.0,1.3,1.09,19h20m57.03s,+41d19m52.91s
